id,uni,item,response
71d9f,3s4uh,9,2
8f4e8,3s4uh,1,1
8f4e8,3s4uh,2,1
8f4e8,3s4uh,3,1
8f4e8,3s4uh,4,2
8f4e8,3s4uh,5,3
8f4e8,3s4uh,6,1
8f4e8,3s4uh,7,1
8f4e8,3s4uh,8,2
8f4e8,3s4uh,9,2
f4e96,3s4uh,1,2
f4e96,3s4uh,2,5
f4e96,3s4uh,3,5
f4e96,3s4uh,4,5
f4e96,3s4uh,5,5
f4e96,3s4uh,6,4
f4e96,3s4uh,7,4
f4e96,3s4uh,8,5
f4e96,3s4uh,9,4
34cc1,3s4uh,1,1
34cc1,3s4uh,2,3
34cc1,3s4uh,3,1
34cc1,3s4uh,4,4
34cc1,3s4uh,5,3
34cc1,3s4uh,6,1
34cc1,3s4uh,7,2
34cc1,3s4uh,8,4
34cc1,3s4uh,9,2
2a6b9,3s4uh,1,1
2a6b9,3s4uh,2,3
2a6b9,3s4uh,3,1
2a6b9,3s4uh,4,4
2a6b9,3s4uh,5,4
2a6b9,3s4uh,6,1
2a6b9,3s4uh,7,2
2a6b9,3s4uh,8,4
2a6b9,3s4uh,9,1
6ebbf,3s4uh,1,1
6ebbf,3s4uh,2,4
6ebbf,3s4uh,3,2
6ebbf,3s4uh,4,5
6ebbf,3s4uh,5,4
6ebbf,3s4uh,6,1
6ebbf,3s4uh,7,2
6ebbf,3s4uh,8,3
6ebbf,3s4uh,9,3
d38b3,3s4uh,1,1
d38b3,3s4uh,2,1
d38b3,3s4uh,3,1
d38b3,3s4uh,4,3
d38b3,3s4uh,5,1
d38b3,3s4uh,6,1
d38b3,3s4uh,7,1
d38b3,3s4uh,8,1
d38b3,3s4uh,9,1
c0008,3s4uh,1,1
c0008,3s4uh,2,1
c0008,3s4uh,3,1
c0008,3s4uh,4,1
c0008,3s4uh,5,3
c0008,3s4uh,6,3
c0008,3s4uh,7,3
c0008,3s4uh,8,1
c0008,3s4uh,9,1
a3f5f,3s4uh,1,1
a3f5f,3s4uh,2,1
a3f5f,3s4uh,3,1
a3f5f,3s4uh,4,4
a3f5f,3s4uh,5,4
a3f5f,3s4uh,6,2
a3f5f,3s4uh,7,2
a3f5f,3s4uh,8,4
a3f5f,3s4uh,9,3
c8065,3s4uh,1,2
c8065,3s4uh,2,3
c8065,3s4uh,3,3
c8065,3s4uh,4,5
c8065,3s4uh,5,3
c8065,3s4uh,6,2
c8065,3s4uh,7,2
c8065,3s4uh,8,5
c8065,3s4uh,9,3
6e064,3s4uh,1,2
6e064,3s4uh,2,4
6e064,3s4uh,3,5
6e064,3s4uh,4,5
6e064,3s4uh,5,4
6e064,3s4uh,6,4
6e064,3s4uh,7,3
6e064,3s4uh,8,5
6e064,3s4uh,9,4
8bdb3,3s4uh,1,1
8bdb3,3s4uh,2,2
8bdb3,3s4uh,3,1
8bdb3,3s4uh,4,1
8bdb3,3s4uh,5,2
8bdb3,3s4uh,6,1
8bdb3,3s4uh,7,1
8bdb3,3s4uh,8,2
8bdb3,3s4uh,9,1
f45a2,3s4uh,1,1
f45a2,3s4uh,2,5
f45a2,3s4uh,3,4
f45a2,3s4uh,4,5
f45a2,3s4uh,5,4
f45a2,3s4uh,6,3
f45a2,3s4uh,7,3
f45a2,3s4uh,8,1
f45a2,3s4uh,9,2
79b89,3s4uh,1,1
79b89,3s4uh,2,1
79b89,3s4uh,3,2
79b89,3s4uh,4,2
79b89,3s4uh,5,3
79b89,3s4uh,6,2
79b89,3s4uh,7,2
79b89,3s4uh,8,3
79b89,3s4uh,9,2
9c9ce,3s4uh,1,2
9c9ce,3s4uh,2,4
9c9ce,3s4uh,3,1
9c9ce,3s4uh,4,4
9c9ce,3s4uh,5,3
9c9ce,3s4uh,6,1
9c9ce,3s4uh,7,1
9c9ce,3s4uh,8,5
9c9ce,3s4uh,9,2
68f70,3s4uh,1,3
68f70,3s4uh,2,3
68f70,3s4uh,3,1
68f70,3s4uh,4,2
68f70,3s4uh,5,3
68f70,3s4uh,6,2
68f70,3s4uh,7,2
68f70,3s4uh,8,2
68f70,3s4uh,9,2
85cae,3s4uh,1,1
85cae,3s4uh,2,2
85cae,3s4uh,3,3
85cae,3s4uh,4,4
85cae,3s4uh,5,4
85cae,3s4uh,6,3
85cae,3s4uh,7,3
85cae,3s4uh,8,2
85cae,3s4uh,9,1
38b8f,3s4uh,1,2
38b8f,3s4uh,2,1
38b8f,3s4uh,3,1
38b8f,3s4uh,4,2
38b8f,3s4uh,5,3
38b8f,3s4uh,6,1
38b8f,3s4uh,7,3
38b8f,3s4uh,8,2
38b8f,3s4uh,9,2
95c0f,5hgk4,1,1
95c0f,5hgk4,2,2
95c0f,5hgk4,3,1
95c0f,5hgk4,4,2
95c0f,5hgk4,5,1
95c0f,5hgk4,6,1
95c0f,5hgk4,7,1
95c0f,5hgk4,8,4
95c0f,5hgk4,9,1
a912b,5hgk4,1,2
a912b,5hgk4,2,3
a912b,5hgk4,3,2
a912b,5hgk4,4,4
a912b,5hgk4,5,2
a912b,5hgk4,6,1
a912b,5hgk4,7,1
a912b,5hgk4,8,4
a912b,5hgk4,9,2
666c6,5hgk4,1,2
666c6,5hgk4,2,4
666c6,5hgk4,3,2
666c6,5hgk4,4,4
666c6,5hgk4,5,1
666c6,5hgk4,6,2
666c6,5hgk4,7,2
666c6,5hgk4,8,4
666c6,5hgk4,9,1
b6ae3,5hgk4,1,3
b6ae3,5hgk4,2,3
b6ae3,5hgk4,3,3
b6ae3,5hgk4,4,4
b6ae3,5hgk4,5,4
b6ae3,5hgk4,6,3
b6ae3,5hgk4,7,3
b6ae3,5hgk4,8,5
b6ae3,5hgk4,9,3
f383c,5hgk4,1,1
f383c,5hgk4,2,3
f383c,5hgk4,3,1
f383c,5hgk4,4,3
f383c,5hgk4,5,2
f383c,5hgk4,6,1
f383c,5hgk4,7,1
f383c,5hgk4,8,2
f383c,5hgk4,9,1
d0602,5hgk4,1,2
d0602,5hgk4,2,4
d0602,5hgk4,3,1
d0602,5hgk4,4,1
d0602,5hgk4,5,2
d0602,5hgk4,6,2
d0602,5hgk4,7,3
d0602,5hgk4,8,5
d0602,5hgk4,9,3
6192b,5hgk4,1,1
6192b,5hgk4,2,5
6192b,5hgk4,3,2
6192b,5hgk4,4,5
6192b,5hgk4,5,4
6192b,5hgk4,6,1
6192b,5hgk4,7,1
6192b,5hgk4,8,5
6192b,5hgk4,9,2
cd06b,5hgk4,1,3
cd06b,5hgk4,2,3
cd06b,5hgk4,3,3
cd06b,5hgk4,4,4
cd06b,5hgk4,5,5
cd06b,5hgk4,6,2
cd06b,5hgk4,7,3
cd06b,5hgk4,8,3
cd06b,5hgk4,9,3
2807b,5hgk4,1,1
2807b,5hgk4,2,5
2807b,5hgk4,3,2
2807b,5hgk4,4,4
2807b,5hgk4,5,4
2807b,5hgk4,6,1
2807b,5hgk4,7,2
2807b,5hgk4,8,5
2807b,5hgk4,9,4
7e469,5hgk4,1,1
7e469,5hgk4,2,4
7e469,5hgk4,3,2
7e469,5hgk4,4,3
7e469,5hgk4,5,3
7e469,5hgk4,6,1
7e469,5hgk4,7,1
7e469,5hgk4,8,4
7e469,5hgk4,9,1
f429a,5hgk4,1,3
f429a,5hgk4,2,5
f429a,5hgk4,3,2
f429a,5hgk4,4,5
f429a,5hgk4,5,4
f429a,5hgk4,6,1
f429a,5hgk4,7,3
f429a,5hgk4,8,5
f429a,5hgk4,9,2
00aeb,5hgk4,1,1
00aeb,5hgk4,2,3
00aeb,5hgk4,3,2
00aeb,5hgk4,4,4
00aeb,5hgk4,5,3
00aeb,5hgk4,6,1
00aeb,5hgk4,7,1
00aeb,5hgk4,8,3
00aeb,5hgk4,9,2
5a046,5hgk4,1,1
5a046,5hgk4,2,3
5a046,5hgk4,3,1
5a046,5hgk4,4,3
5a046,5hgk4,5,2
5a046,5hgk4,6,1
5a046,5hgk4,7,1
5a046,5hgk4,8,4
5a046,5hgk4,9,1
a0559,5hgk4,1,2
a0559,5hgk4,2,4
a0559,5hgk4,3,2
a0559,5hgk4,4,3
a0559,5hgk4,5,3
a0559,5hgk4,6,2
a0559,5hgk4,7,2
a0559,5hgk4,8,3
a0559,5hgk4,9,1
6fd86,5hgk4,1,1
6fd86,5hgk4,2,2
6fd86,5hgk4,3,1
6fd86,5hgk4,4,3
6fd86,5hgk4,5,1
6fd86,5hgk4,6,1
6fd86,5hgk4,7,1
6fd86,5hgk4,8,2
6fd86,5hgk4,9,1
110d8,5hgk4,1,1
110d8,5hgk4,2,3
110d8,5hgk4,3,1
110d8,5hgk4,4,4
110d8,5hgk4,5,2
110d8,5hgk4,6,1
110d8,5hgk4,7,1
110d8,5hgk4,8,4
110d8,5hgk4,9,2
59f21,5hgk4,1,4
59f21,5hgk4,2,4
59f21,5hgk4,3,1
59f21,5hgk4,4,4
59f21,5hgk4,5,5
59f21,5hgk4,6,1
59f21,5hgk4,7,2
59f21,5hgk4,8,4
59f21,5hgk4,9,4
a3491,5hgk4,1,1
a3491,5hgk4,2,4
a3491,5hgk4,3,2
a3491,5hgk4,4,4
a3491,5hgk4,5,2
a3491,5hgk4,6,1
a3491,5hgk4,7,1
a3491,5hgk4,8,4
a3491,5hgk4,9,1
6fef7,5hgk4,1,1
6fef7,5hgk4,2,2
6fef7,5hgk4,3,2
6fef7,5hgk4,4,3
6fef7,5hgk4,5,4
6fef7,5hgk4,6,1
6fef7,5hgk4,7,1
6fef7,5hgk4,8,4
6fef7,5hgk4,9,2
5508d,5hgk4,1,4
5508d,5hgk4,2,4
5508d,5hgk4,3,4
5508d,5hgk4,4,4
5508d,5hgk4,5,4
5508d,5hgk4,6,4
5508d,5hgk4,7,4
5508d,5hgk4,8,4
5508d,5hgk4,9,3
677f8,5hgk4,1,1
677f8,5hgk4,2,1
677f8,5hgk4,3,1
677f8,5hgk4,4,2
677f8,5hgk4,5,2
677f8,5hgk4,6,1
677f8,5hgk4,7,1
677f8,5hgk4,8,3
677f8,5hgk4,9,1
12dea,5hgk4,1,1
12dea,5hgk4,2,4
12dea,5hgk4,3,2
12dea,5hgk4,4,5
12dea,5hgk4,5,3
12dea,5hgk4,6,1
12dea,5hgk4,7,1
12dea,5hgk4,8,5
12dea,5hgk4,9,1
453bc,5hgk4,1,2
453bc,5hgk4,2,4
453bc,5hgk4,3,2
453bc,5hgk4,4,4
453bc,5hgk4,5,5
453bc,5hgk4,6,2
453bc,5hgk4,7,1
453bc,5hgk4,8,5
453bc,5hgk4,9,2
a64ed,5hgk4,1,1
a64ed,5hgk4,2,3
a64ed,5hgk4,3,1
a64ed,5hgk4,4,3
a64ed,5hgk4,5,2
a64ed,5hgk4,6,2
a64ed,5hgk4,7,3
a64ed,5hgk4,8,2
a64ed,5hgk4,9,2
2b421,5hgk4,1,1
2b421,5hgk4,2,3
2b421,5hgk4,3,1
2b421,5hgk4,4,3
2b421,5hgk4,5,4
2b421,5hgk4,6,1
2b421,5hgk4,7,1
2b421,5hgk4,8,3
2b421,5hgk4,9,1
cccf9,5hgk4,1,1
cccf9,5hgk4,2,5
cccf9,5hgk4,3,3
cccf9,5hgk4,4,5
cccf9,5hgk4,5,5
cccf9,5hgk4,6,1
cccf9,5hgk4,7,1
cccf9,5hgk4,8,5
cccf9,5hgk4,9,5
fdd32,5hgk4,1,2
fdd32,5hgk4,2,4
fdd32,5hgk4,3,3
fdd32,5hgk4,4,4
fdd32,5hgk4,5,4
fdd32,5hgk4,6,2
fdd32,5hgk4,7,3
fdd32,5hgk4,8,5
fdd32,5hgk4,9,2
15236,5hgk4,1,1
15236,5hgk4,2,4
15236,5hgk4,3,1
15236,5hgk4,4,4
15236,5hgk4,5,3
15236,5hgk4,6,1
15236,5hgk4,7,3
15236,5hgk4,8,4
15236,5hgk4,9,1
6da10,5hgk4,1,2
6da10,5hgk4,2,5
6da10,5hgk4,3,5
6da10,5hgk4,4,5
6da10,5hgk4,5,3
6da10,5hgk4,6,2
6da10,5hgk4,7,2
6da10,5hgk4,8,5
6da10,5hgk4,9,2
92cab,5hgk4,1,2
92cab,5hgk4,2,3
92cab,5hgk4,3,4
92cab,5hgk4,4,2
92cab,5hgk4,5,3
92cab,5hgk4,6,3
92cab,5hgk4,7,2
92cab,5hgk4,8,4
92cab,5hgk4,9,2
bdde1,5hgk4,1,4
bdde1,5hgk4,2,4
bdde1,5hgk4,3,3
bdde1,5hgk4,4,4
bdde1,5hgk4,5,4
bdde1,5hgk4,6,2
bdde1,5hgk4,7,2
bdde1,5hgk4,8,4
bdde1,5hgk4,9,3
b0400,5hgk4,1,1
b0400,5hgk4,2,4
b0400,5hgk4,3,1
b0400,5hgk4,4,4
b0400,5hgk4,5,2
b0400,5hgk4,6,1
b0400,5hgk4,7,2
b0400,5hgk4,8,5
b0400,5hgk4,9,1
8ac95,5hgk4,1,1
8ac95,5hgk4,2,2
8ac95,5hgk4,3,3
8ac95,5hgk4,4,3
8ac95,5hgk4,5,4
8ac95,5hgk4,6,1
8ac95,5hgk4,7,1
8ac95,5hgk4,8,4
8ac95,5hgk4,9,1
fd037,5hgk4,1,1
fd037,5hgk4,2,1
fd037,5hgk4,3,1
fd037,5hgk4,4,3
fd037,5hgk4,5,1
fd037,5hgk4,6,1
fd037,5hgk4,7,1
fd037,5hgk4,8,4
fd037,5hgk4,9,1
6de68,5hgk4,1,1
6de68,5hgk4,2,1
6de68,5hgk4,3,1
6de68,5hgk4,4,1
6de68,5hgk4,5,1
6de68,5hgk4,6,1
6de68,5hgk4,7,1
6de68,5hgk4,8,1
6de68,5hgk4,9,1
73d4d,5hgk4,1,1
73d4d,5hgk4,2,2
73d4d,5hgk4,3,1
73d4d,5hgk4,4,2
73d4d,5hgk4,5,4
73d4d,5hgk4,6,1
73d4d,5hgk4,7,1
73d4d,5hgk4,8,3
73d4d,5hgk4,9,4
9c67f,5hgk4,1,2
9c67f,5hgk4,2,4
9c67f,5hgk4,3,2
9c67f,5hgk4,4,5
9c67f,5hgk4,5,3
9c67f,5hgk4,6,1
9c67f,5hgk4,7,2
9c67f,5hgk4,8,5
9c67f,5hgk4,9,1
2751e,5hgk4,1,2
2751e,5hgk4,2,2
2751e,5hgk4,3,1
2751e,5hgk4,4,3
2751e,5hgk4,5,4
2751e,5hgk4,6,2
2751e,5hgk4,7,1
2751e,5hgk4,8,4
2751e,5hgk4,9,1
78259,5hgk4,1,1
78259,5hgk4,2,3
78259,5hgk4,3,1
78259,5hgk4,4,3
78259,5hgk4,5,2
78259,5hgk4,6,1
78259,5hgk4,7,4
78259,5hgk4,8,2
78259,5hgk4,9,1
c6904,5hgk4,1,1
c6904,5hgk4,2,3
c6904,5hgk4,3,2
c6904,5hgk4,4,4
c6904,5hgk4,5,3
c6904,5hgk4,6,2
c6904,5hgk4,7,1
c6904,5hgk4,8,4
c6904,5hgk4,9,3
512c8,5hgk4,1,1
512c8,5hgk4,2,1
512c8,5hgk4,3,1
512c8,5hgk4,4,4
512c8,5hgk4,5,3
512c8,5hgk4,6,1
512c8,5hgk4,7,1
512c8,5hgk4,8,4
512c8,5hgk4,9,2
83b24,5hgk4,1,1
83b24,5hgk4,2,2
83b24,5hgk4,3,1
83b24,5hgk4,4,1
83b24,5hgk4,5,2
83b24,5hgk4,6,1
83b24,5hgk4,7,1
83b24,5hgk4,8,4
83b24,5hgk4,9,1
25683,5hgk4,1,1
25683,5hgk4,2,4
25683,5hgk4,3,4
25683,5hgk4,4,4
25683,5hgk4,5,3
25683,5hgk4,6,3
25683,5hgk4,7,3
25683,5hgk4,8,5
25683,5hgk4,9,3
ea320,5hgk4,1,1
ea320,5hgk4,2,2
ea320,5hgk4,3,1
ea320,5hgk4,4,3
ea320,5hgk4,5,2
ea320,5hgk4,6,1
ea320,5hgk4,7,1
ea320,5hgk4,8,4
ea320,5hgk4,9,1
6ece7,5hgk4,1,1
6ece7,5hgk4,2,3
6ece7,5hgk4,3,4
6ece7,5hgk4,4,3
6ece7,5hgk4,5,1
6ece7,5hgk4,6,2
6ece7,5hgk4,7,2
6ece7,5hgk4,8,4
6ece7,5hgk4,9,1
2078c,5hgk4,1,1
2078c,5hgk4,2,3
2078c,5hgk4,3,2
2078c,5hgk4,4,4
2078c,5hgk4,5,3
2078c,5hgk4,6,1
2078c,5hgk4,7,1
2078c,5hgk4,8,2
2078c,5hgk4,9,1
f233b,5hgk4,1,3
f233b,5hgk4,2,4
f233b,5hgk4,3,1
f233b,5hgk4,4,3
f233b,5hgk4,5,4
f233b,5hgk4,6,1
f233b,5hgk4,7,1
f233b,5hgk4,8,3
f233b,5hgk4,9,1
358f6,5hgk4,1,1
358f6,5hgk4,2,3
358f6,5hgk4,3,2
358f6,5hgk4,4,4
358f6,5hgk4,5,3
358f6,5hgk4,6,1
358f6,5hgk4,7,1
358f6,5hgk4,8,4
358f6,5hgk4,9,2
6bf13,5hgk4,1,1
6bf13,5hgk4,2,1
6bf13,5hgk4,3,1
6bf13,5hgk4,4,2
6bf13,5hgk4,5,1
6bf13,5hgk4,6,1
6bf13,5hgk4,7,1
6bf13,5hgk4,8,1
6bf13,5hgk4,9,1
19306,5hgk4,1,1
19306,5hgk4,2,4
19306,5hgk4,3,1
19306,5hgk4,4,5
19306,5hgk4,5,3
19306,5hgk4,6,2
19306,5hgk4,7,1
19306,5hgk4,8,4
19306,5hgk4,9,1
b4163,5hgk4,1,2
b4163,5hgk4,2,2
b4163,5hgk4,3,1
b4163,5hgk4,4,3
b4163,5hgk4,5,3
b4163,5hgk4,6,1
b4163,5hgk4,7,1
b4163,5hgk4,8,5
b4163,5hgk4,9,2
bf522,5hgk4,1,3
bf522,5hgk4,2,4
bf522,5hgk4,3,1
bf522,5hgk4,4,4
bf522,5hgk4,5,2
bf522,5hgk4,6,2
bf522,5hgk4,7,3
bf522,5hgk4,8,4
bf522,5hgk4,9,3
4925d,5hgk4,1,2
4925d,5hgk4,2,2
4925d,5hgk4,3,1
4925d,5hgk4,4,3
4925d,5hgk4,5,4
4925d,5hgk4,6,2
4925d,5hgk4,7,2
4925d,5hgk4,8,3
4925d,5hgk4,9,2
6fdc8,5hgk4,1,1
6fdc8,5hgk4,2,5
6fdc8,5hgk4,3,1
6fdc8,5hgk4,4,4
6fdc8,5hgk4,5,2
6fdc8,5hgk4,6,1
6fdc8,5hgk4,7,1
6fdc8,5hgk4,8,5
6fdc8,5hgk4,9,2
f2746,5hgk4,1,3
f2746,5hgk4,2,5
f2746,5hgk4,3,3
f2746,5hgk4,4,5
f2746,5hgk4,5,4
f2746,5hgk4,6,2
f2746,5hgk4,7,2
f2746,5hgk4,8,5
f2746,5hgk4,9,4
e3ad6,5hgk4,1,1
e3ad6,5hgk4,2,5
e3ad6,5hgk4,3,2
e3ad6,5hgk4,4,5
e3ad6,5hgk4,5,3
e3ad6,5hgk4,6,1
e3ad6,5hgk4,7,2
e3ad6,5hgk4,8,5
e3ad6,5hgk4,9,1
0d346,5hgk4,1,2
0d346,5hgk4,2,3
0d346,5hgk4,3,2
0d346,5hgk4,4,4
0d346,5hgk4,5,3
0d346,5hgk4,6,1
0d346,5hgk4,7,1
0d346,5hgk4,8,4
0d346,5hgk4,9,2
35482,5hgk4,1,1
35482,5hgk4,2,1
35482,5hgk4,3,1
35482,5hgk4,4,2
35482,5hgk4,5,1
35482,5hgk4,6,1
35482,5hgk4,7,1
35482,5hgk4,8,2
35482,5hgk4,9,1
d0f6a,5hgk4,1,1
d0f6a,5hgk4,2,3
d0f6a,5hgk4,3,2
d0f6a,5hgk4,4,3
d0f6a,5hgk4,5,2
d0f6a,5hgk4,6,1
d0f6a,5hgk4,7,2
d0f6a,5hgk4,8,4
d0f6a,5hgk4,9,2
e503e,5hgk4,1,2
e503e,5hgk4,2,4
e503e,5hgk4,3,4
e503e,5hgk4,4,5
e503e,5hgk4,5,5
e503e,5hgk4,6,4
e503e,5hgk4,7,3
e503e,5hgk4,8,5
e503e,5hgk4,9,4
b0d82,5hgk4,1,1
b0d82,5hgk4,2,1
b0d82,5hgk4,3,1
b0d82,5hgk4,4,1
b0d82,5hgk4,5,1
b0d82,5hgk4,6,1
b0d82,5hgk4,7,1
b0d82,5hgk4,8,1
b0d82,5hgk4,9,1
73a0e,5hgk4,1,1
73a0e,5hgk4,2,2
73a0e,5hgk4,3,1
73a0e,5hgk4,4,2
73a0e,5hgk4,5,2
73a0e,5hgk4,6,1
73a0e,5hgk4,7,1
73a0e,5hgk4,8,2
73a0e,5hgk4,9,2
86dcb,5hgk4,1,1
86dcb,5hgk4,2,2
86dcb,5hgk4,3,1
86dcb,5hgk4,4,2
86dcb,5hgk4,5,2
86dcb,5hgk4,6,1
86dcb,5hgk4,7,1
86dcb,5hgk4,8,3
86dcb,5hgk4,9,2
3393d,5hgk4,1,4
3393d,5hgk4,2,5
3393d,5hgk4,3,5
3393d,5hgk4,4,5
3393d,5hgk4,5,4
3393d,5hgk4,6,3
3393d,5hgk4,7,2
3393d,5hgk4,8,4
3393d,5hgk4,9,4
9ff9c,5hgk4,1,1
9ff9c,5hgk4,2,3
9ff9c,5hgk4,3,2
9ff9c,5hgk4,4,4
9ff9c,5hgk4,5,1
9ff9c,5hgk4,6,1
9ff9c,5hgk4,7,1
9ff9c,5hgk4,8,3
9ff9c,5hgk4,9,1
84330,5hgk4,1,2
84330,5hgk4,2,4
84330,5hgk4,3,1
84330,5hgk4,4,5
84330,5hgk4,5,5
84330,5hgk4,6,4
84330,5hgk4,7,2
84330,5hgk4,8,4
84330,5hgk4,9,3
4d52e,5hgk4,1,1
4d52e,5hgk4,2,4
4d52e,5hgk4,3,4
4d52e,5hgk4,4,4
4d52e,5hgk4,5,4
4d52e,5hgk4,6,2
4d52e,5hgk4,7,2
4d52e,5hgk4,8,2
4d52e,5hgk4,9,2
7c8f4,5hgk4,1,1
7c8f4,5hgk4,2,2
7c8f4,5hgk4,3,1
7c8f4,5hgk4,4,3
7c8f4,5hgk4,5,1
7c8f4,5hgk4,6,1
7c8f4,5hgk4,7,1
7c8f4,5hgk4,8,3
7c8f4,5hgk4,9,1
ea116,6ea38,1,2
ea116,6ea38,2,3
ea116,6ea38,3,5
ea116,6ea38,4,5
ea116,6ea38,5,5
ea116,6ea38,6,4
ea116,6ea38,7,2
ea116,6ea38,8,5
ea116,6ea38,9,5
133f2,6ea38,1,3
133f2,6ea38,2,4
133f2,6ea38,3,4
133f2,6ea38,4,4
133f2,6ea38,5,3
133f2,6ea38,6,2
133f2,6ea38,7,2
133f2,6ea38,8,4
133f2,6ea38,9,3
e23de,6ea38,1,5
e23de,6ea38,2,3
e23de,6ea38,3,4
e23de,6ea38,4,5
e23de,6ea38,5,4
e23de,6ea38,6,2
e23de,6ea38,7,2
e23de,6ea38,8,3
e23de,6ea38,9,3
fa9c8,6ea38,1,3
fa9c8,6ea38,2,3
fa9c8,6ea38,3,2
fa9c8,6ea38,4,4
fa9c8,6ea38,5,4
fa9c8,6ea38,6,3
fa9c8,6ea38,7,2
fa9c8,6ea38,8,5
fa9c8,6ea38,9,2
a531a,6ea38,1,3
a531a,6ea38,2,3
a531a,6ea38,3,4
a531a,6ea38,4,5
a531a,6ea38,5,1
a531a,6ea38,6,1
a531a,6ea38,7,1
a531a,6ea38,8,2
a531a,6ea38,9,2
f1b6b,6ea38,1,3
f1b6b,6ea38,2,2
f1b6b,6ea38,3,2
f1b6b,6ea38,4,4
f1b6b,6ea38,5,4
f1b6b,6ea38,6,4
f1b6b,6ea38,7,3
f1b6b,6ea38,8,4
f1b6b,6ea38,9,2
e1732,6ea38,1,2
e1732,6ea38,2,3
e1732,6ea38,3,1
e1732,6ea38,4,4
e1732,6ea38,5,3
e1732,6ea38,6,1
e1732,6ea38,7,1
e1732,6ea38,8,4
e1732,6ea38,9,1
d0425,6ea38,1,1
d0425,6ea38,2,4
d0425,6ea38,3,1
d0425,6ea38,4,3
d0425,6ea38,5,5
d0425,6ea38,6,2
d0425,6ea38,7,2
d0425,6ea38,8,5
d0425,6ea38,9,1
128ba,6ea38,1,4
128ba,6ea38,2,4
128ba,6ea38,3,2
128ba,6ea38,4,3
128ba,6ea38,5,3
128ba,6ea38,6,2
128ba,6ea38,7,2
128ba,6ea38,8,5
128ba,6ea38,9,3
c6415,6ea38,1,1
c6415,6ea38,2,2
c6415,6ea38,3,2
c6415,6ea38,4,4
c6415,6ea38,5,2
c6415,6ea38,6,2
c6415,6ea38,7,1
c6415,6ea38,8,5
c6415,6ea38,9,1
18554,6ea38,1,1
18554,6ea38,2,2
18554,6ea38,3,1
18554,6ea38,4,4
18554,6ea38,5,3
18554,6ea38,6,2
18554,6ea38,7,1
18554,6ea38,8,4
18554,6ea38,9,2
3e692,6ea38,1,1
3e692,6ea38,2,4
3e692,6ea38,3,4
3e692,6ea38,4,5
3e692,6ea38,5,3
3e692,6ea38,6,3
3e692,6ea38,7,2
3e692,6ea38,8,5
3e692,6ea38,9,5
68b41,6ea38,1,1
68b41,6ea38,2,5
68b41,6ea38,3,3
68b41,6ea38,4,5
68b41,6ea38,5,5
68b41,6ea38,6,3
68b41,6ea38,7,3
68b41,6ea38,8,5
68b41,6ea38,9,3
a7068,6ea38,1,3
a7068,6ea38,2,1
a7068,6ea38,3,1
a7068,6ea38,4,3
a7068,6ea38,5,2
a7068,6ea38,6,3
a7068,6ea38,7,3
a7068,6ea38,8,3
a7068,6ea38,9,1
00124,6ea38,1,4
00124,6ea38,2,5
00124,6ea38,3,4
00124,6ea38,4,5
00124,6ea38,5,3
00124,6ea38,6,4
00124,6ea38,7,3
00124,6ea38,8,5
00124,6ea38,9,3
c3416,6ea38,1,3
c3416,6ea38,2,5
c3416,6ea38,3,4
c3416,6ea38,4,5
c3416,6ea38,5,4
c3416,6ea38,6,3
c3416,6ea38,7,3
c3416,6ea38,8,5
c3416,6ea38,9,1
d966d,6ea38,1,2
d966d,6ea38,2,4
d966d,6ea38,3,3
d966d,6ea38,4,5
d966d,6ea38,5,5
d966d,6ea38,6,3
d966d,6ea38,7,2
d966d,6ea38,8,5
d966d,6ea38,9,1
5e510,6ea38,1,2
5e510,6ea38,2,5
5e510,6ea38,3,1
5e510,6ea38,4,5
5e510,6ea38,5,5
5e510,6ea38,6,4
5e510,6ea38,7,2
5e510,6ea38,8,4
5e510,6ea38,9,1
ac064,6ea38,1,1
ac064,6ea38,2,2
ac064,6ea38,3,1
ac064,6ea38,4,3
ac064,6ea38,5,2
ac064,6ea38,6,1
ac064,6ea38,7,1
ac064,6ea38,8,3
ac064,6ea38,9,1
7c0ac,6ea38,1,1
7c0ac,6ea38,2,4
7c0ac,6ea38,3,1
7c0ac,6ea38,4,5
7c0ac,6ea38,5,3
7c0ac,6ea38,6,1
7c0ac,6ea38,7,3
7c0ac,6ea38,8,5
7c0ac,6ea38,9,2
4ca1d,6ea38,1,1
4ca1d,6ea38,2,5
4ca1d,6ea38,3,2
4ca1d,6ea38,4,5
4ca1d,6ea38,5,4
4ca1d,6ea38,6,2
4ca1d,6ea38,7,2
4ca1d,6ea38,8,5
4ca1d,6ea38,9,3
be23a,6ea38,1,1
be23a,6ea38,2,3
be23a,6ea38,3,1
be23a,6ea38,4,3
be23a,6ea38,5,3
be23a,6ea38,6,2
be23a,6ea38,7,1
be23a,6ea38,8,4
be23a,6ea38,9,2
599b8,6ea38,1,1
599b8,6ea38,2,4
599b8,6ea38,3,3
599b8,6ea38,4,5
599b8,6ea38,5,4
599b8,6ea38,6,2
599b8,6ea38,7,1
599b8,6ea38,8,5
599b8,6ea38,9,2
42f4b,6ea38,1,4
42f4b,6ea38,2,3
42f4b,6ea38,3,1
42f4b,6ea38,4,4
42f4b,6ea38,5,3
42f4b,6ea38,6,1
42f4b,6ea38,7,1
42f4b,6ea38,8,4
42f4b,6ea38,9,2
18ce8,6ea38,1,1
